time,high,low,open,close,volumeto
1721154660,64725.8,64692.22,64720.09,64706.3,2401819.25
1721154720,64723.66,64697.15,64706.3,64697.63,3055324.05
1721154780,64731.52,64696.89,64697.63,64729.1,4554671.08
1721154840,64754.08,64727.79,64729.1,64747.26,2375054.86
1721154900,64798.41,64740.4,64747.26,64785.46,3229684.52
1721154960,64797.97,64723.52,64785.46,64723.69,4064705.52
1721155020,64723.7,64648.65,64723.69,64654.17,4260861.63
1721155080,64660.33,64627.79,64654.17,64659.99,4471399.21
1721155140,64678.91,64650.51,64659.99,64678.75,1852175.16
1721155200,64740.79,64659.63,64678.75,64659.63,5063602.93
1721155260,64663.43,64616.74,64659.63,64624.05,2586576.57
1721155320,64632.88,64615.07,64624.05,64618.12,2300297.36
1721155380,64622.87,64584.14,64618.12,64598.56,2600911.6
1721155440,64646.24,64598.56,64598.56,64637.08,2720297.33
1721155500,64637.08,64544.05,64637.08,64549.39,3798725.87
1721155560,64574.23,64535.94,64549.39,64547.11,2948071.46
1721155620,64573.7,64535.34,64547.11,64571.47,5362679.72
1721155680,64574.36,64520.88,64571.47,64523.09,2120280.89
1721155740,64544.22,64490.76,64523.09,64511.2,5186709.7
1721155800,64544.46,64503.31,64511.2,64543.67,2152421.23
1721155860,64563.04,64527.72,64543.67,64563.04,3049984.84
1721155920,64590.92,64551.41,64563.04,64570.83,2714844.27
1721155980,64604.97,64540.88,64570.83,64600.14,3258276.57
1721156040,64648.67,64593.36,64600.14,64647.89,3775730.62
1721156100,64688.75,64647.89,64647.89,64660.26,4151663.74
1721156160,64698.86,64634.16,64660.26,64693.05,2671619.9
1721156220,64699.4,64675.95,64693.05,64694.49,2875559.4
1721156280,64714.25,64690.83,64694.49,64709.01,2366961.6
1721156340,64782.55,64709.01,64709.01,64781.02,3481007.25
1721156400,64809.1,64742.89,64781.02,64745.78,3955481.05
1721156460,64763.25,64711.55,64745.78,64717.13,3782150.78
1721156520,64752.02,64717.09,64717.13,64743.08,2295065.44
1721156580,64762.36,64712.22,64743.08,64734.88,3111019.44
1721156640,64808.3,64734.88,64734.88,64792.34,4723691.68
1721156700,64813.08,64784.46,64792.34,64786.29,3530862.05
1721156760,64819.89,64722.41,64786.29,64805.51,4428127.52
1721156820,64831.24,64783.48,64805.51,64819.7,3693041.08
1721156880,64870.63,64810.96,64819.7,64870.62,6132476.72
1721156940,64892.17,64832.82,64870.62,64836.45,5157926.41
1721157000,64848.65,64764.94,64836.45,64777.69,4780920.85
1721157060,64844.78,64769.26,64777.69,64842.21,5191291.51
1721157120,64863.47,64831.36,64842.21,64838.21,3461052.92
1721157180,64900.23,64838.03,64838.21,64897.6,4461740.86
1721157240,64948.77,64897.58,64897.6,64918.23,7148094.65
1721157300,64958.19,64870.53,64918.23,64955.15,5511176.34
1721157360,64970.6,64920.86,64955.15,64943.24,2821163.21
1721157420,64965.68,64919.37,64943.24,64940.77,3289814.43
1721157480,64941.4,64877.43,64940.77,64878.76,3609600.35
1721157540,64879.09,64824.59,64878.76,64869.89,7093897.95
1721157600,64871.2,64833,64869.89,64840.73,3210014.14
1721157660,64893.18,64839.5,64840.73,64886.71,2105244.22
1721157720,64945.13,64886.71,64886.71,64944.81,2620695.01
1721157780,64968.95,64933.93,64944.81,64949,3618625.96
1721157840,64959.9,64928.29,64949,64942.83,2171385.88
1721157900,64944.65,64893.2,64942.83,64904.63,2410272.97
1721157960,64932.29,64903.75,64904.63,64916.9,3191451.24
1721158020,64969.73,64916.55,64916.9,64969.44,3170204.01
1721158080,65072.07,64959.94,64969.44,65064.32,19637105.15
1721158140,65099.57,65048.8,65064.32,65096.3,6849932.48
1721158200,65153.32,65077.75,65096.3,65136.23,8773246.46
1721158260,65144.55,65071.27,65136.23,65087.76,8377123.44
1721158320,65095.65,65055.86,65087.76,65055.86,4149215.16
1721158380,65063.32,64989.82,65055.86,65062.6,6223288.67
1721158440,65139.16,65062.59,65062.6,65135.39,6350668.83
1721158500,65137.87,65096.3,65135.39,65112.58,5923813.91
1721158560,65115.28,64923.04,65112.58,64951.16,9860157.61
1721158620,64986.71,64922.54,64951.16,64947.56,3459113.57
1721158680,64974.81,64888.98,64947.56,64970.86,6992830.49
1721158740,65021.06,64960.12,64970.86,65011.46,2360611.96
1721158800,65020.07,64957.91,65011.46,64988.4,5536571.64
1721158860,64995.44,64896.72,64988.4,64921.63,7085655.53
1721158920,64947.19,64876.81,64921.63,64890.19,3666402.99
1721158980,64908.28,64857.54,64890.19,64890.34,3919873.55
1721159040,64890.34,64844.92,64890.34,64845.42,2493660.87
1721159100,64845.42,64772.42,64845.42,64784.63,8608413.97
1721159160,64802.88,64635.65,64784.63,64693.09,14248231.33
1721159220,64708.39,64667.08,64693.09,64698.73,3830159.76
1721159280,64725.05,64693.51,64698.73,64714.34,3823189.73
1721159340,64737.65,64703.35,64714.34,64737.65,3088455.43
1721159400,64831.07,64730.56,64737.65,64830.55,6274903.02
1721159460,64880.47,64808.3,64830.55,64880.47,5198249
1721159520,64939.42,64880.47,64880.47,64916.92,6140659.46
1721159580,64944.59,64896.13,64916.92,64898.31,2794825.07
1721159640,64900.54,64867.59,64898.31,64892.38,2833573.55
1721159700,64960.9,64883.57,64892.38,64958.52,3772330.76
1721159760,64962.78,64919.4,64958.52,64924.38,4175686.51
1721159820,64980.7,64896.01,64924.38,64974.73,3510688.83
1721159880,65066.1,64968.75,64974.73,65066.09,4907962.36
1721159940,65157.56,65066.09,65066.09,65144.37,11092459.38
1721160000,65144.37,65069.12,65144.37,65085.18,3268926.31
1721160060,65087.1,64998.54,65085.18,65018.88,4340226.04
1721160120,65093.96,65015.26,65018.88,65074.91,3618350.75
1721160180,65115.53,65074.91,65074.91,65101.45,3153760.54
1721160240,65130.3,65087.24,65101.45,65093.17,2842602.9
1721160300,65162.21,65092.34,65093.17,65092.55,3140402.52
1721160360,65165.8,65092.55,65092.55,65138.74,6789888.77
1721160420,65159.16,65097.56,65138.74,65097.56,4671319.64
1721160480,65148.59,65092.17,65097.56,65139.59,2434747.17
1721160540,65173.91,65119.26,65139.59,65119.26,8433339
1721160600,65175.72,65107.03,65119.26,65156.11,2461140.41
1721160660,65178.97,65154.63,65156.11,65167.23,2080788.63
1721160720,65176.38,65061.96,65167.23,65066.77,4976452.29
1721160780,65120.64,65052.08,65066.77,65052.08,3173744.1
1721160840,65052.29,64982.95,65052.08,65011.54,8828919.43
1721160900,65081.37,64986.26,65011.54,65067.3,7171441.58
1721160960,65093.85,65067.29,65067.3,65075.28,2430281.12
1721161020,65171.01,65073.47,65075.28,65160.57,3199711.36
1721161080,65160.69,65116.35,65160.57,65141.04,2827774.96
1721161140,65141.04,65041.46,65141.04,65084,4334854.46
1721161200,65100.18,64983.66,65084,64994.65,3548970.81
1721161260,65004.52,64919.3,64994.65,64975.73,5044354.14
1721161320,65031.43,64956.82,64975.73,65031.42,2554968.46
1721161380,65056.81,65013.17,65031.42,65024.31,3558250.17
1721161440,65024.31,64995.59,65024.31,64995.59,2419121.51
1721161500,64995.62,64949.48,64995.59,64953.48,3525991.81
1721161560,64968.96,64947.12,64953.48,64950.31,1629301.29
1721161620,64950.64,64922.72,64950.31,64945.84,3542656.95
1721161680,64949.81,64926.69,64945.84,64949.81,3075829.09
1721161740,64971.05,64914.55,64949.81,64919.15,2579564.81
1721161800,64921.84,64906.83,64919.15,64920.93,1740887.11
1721161860,64945.64,64879.43,64920.93,64879.43,3335264.87
1721161920,64880.87,64838.6,64879.43,64850.8,4645621.76
1721161980,64868.34,64838.4,64850.8,64845.94,2109535.07
1721162040,64855.56,64839.17,64845.94,64843.41,1319694.34
1721162100,64916.07,64842.59,64843.41,64915.81,2038816.21
1721162160,64973.27,64915.81,64915.81,64942.92,2570995.13
1721162220,64943.79,64882.95,64942.92,64886.47,2664017.51
1721162280,64896.27,64855.26,64886.47,64894.59,2932924.33
1721162340,64904.41,64871.38,64894.59,64874.28,1619648.12
1721162400,64883.9,64870.23,64874.28,64883.64,1158855.84
1721162460,64960.66,64883.64,64883.64,64954.31,2358327.76
1721162520,64993.5,64894.3,64954.31,64895.86,4109702.35
1721162580,64895.87,64834.93,64895.86,64874.63,3843409.42
1721162640,64874.63,64836.5,64874.63,64837.24,2202751.17
1721162700,64857.17,64794.6,64837.24,64796.92,5289894.16
1721162760,64819.48,64794.99,64796.92,64812.26,2565742.58
1721162820,64825.46,64795.97,64812.26,64796.56,2451137.52
1721162880,64814.12,64796.55,64796.56,64805.24,1296371.78
1721162940,64805.25,64787.6,64805.24,64795.45,1554316.29
1721163000,64810.02,64756.24,64795.45,64759.58,3421034.63
1721163060,64771.73,64700.29,64759.58,64753.95,7085660.58
1721163120,64807.15,64752.84,64753.95,64805.18,2129697.52
1721163180,64809.6,64790.4,64805.18,64805.81,1771320.87
1721163240,64805.81,64764.48,64805.81,64790.15,2338076.26
1721163300,64808.65,64768.82,64790.15,64806.38,2372505.19
1721163360,64808.07,64775.14,64806.38,64775.31,2293983.3
1721163420,64784.67,64771.79,64775.31,64775.49,1233521.8
1721163480,64788.12,64720.78,64775.49,64720.78,3290653.57
1721163540,64733.64,64633.65,64720.78,64665.99,6767612.8
1721163600,64667.82,64637.02,64665.99,64654.36,3993979.64
1721163660,64714.67,64652.42,64654.36,64713.51,2486073.38
1721163720,64763.73,64699.61,64713.51,64755.68,4592604.9
1721163780,64764.3,64712.57,64755.68,64738.07,2990070.28
1721163840,64762.74,64738.07,64738.07,64762.73,3100893.66
1721163900,64772.81,64727.19,64762.73,64734.26,3014138.53
1721163960,64735.44,64710.24,64734.26,64710.24,2291626.44
1721164020,64710.24,64626.05,64710.24,64633.21,3119681.76
1721164080,64660.94,64618.92,64633.21,64649.19,2910958.54
1721164140,64704.66,64649.19,64649.19,64693.5,2212629.74
1721164200,64693.69,64605.42,64693.5,64607.37,5355764.98
1721164260,64609.18,64506.43,64607.37,64568.09,9990657.05
1721164320,64586.52,64522.3,64568.09,64536.98,3404796.71
1721164380,64587.43,64534.49,64536.98,64580.92,2780746.04
1721164440,64581.13,64538.48,64580.92,64576.91,3814928
1721164500,64636.04,64552.18,64576.91,64635.41,3174563.4
1721164560,64664.36,64631.74,64635.41,64659.63,2006111.74
1721164620,64663.46,64638.29,64659.63,64660.81,2230000.25
1721164680,64692.39,64658.76,64660.81,64690.62,2307523.34
1721164740,64690.89,64668.44,64690.62,64682.37,1605339.16
1721164800,64713.66,64675.68,64682.37,64693.08,2280582.17
1721164860,64693.08,64681.31,64693.08,64681.31,2277819.65
1721164920,64701.7,64678.99,64681.31,64698.71,1567993.53
1721164980,64698.81,64690.6,64698.71,64690.61,711619.91
1721165040,64702.69,64683.74,64690.61,64702.52,1086210.23
1721165100,64709.25,64700.15,64702.52,64700.15,1088680.77
1721165160,64704.69,64699.64,64700.15,64704.68,1037559.2
1721165220,64722.59,64704.68,64704.68,64722.59,960324.37
1721165280,64760.59,64722.59,64722.59,64758.31,5619289.22
1721165340,64759.02,64755.56,64758.31,64757.58,1134005.78
1721165400,64758.87,64744.87,64757.58,64744.87,1908714.25
1721165460,64775.81,64744.78,64744.87,64775.8,1386853.05
1721165520,64820.03,64775.57,64775.8,64811.31,2554690.96
1721165580,64823.6,64791.71,64811.31,64791.71,1566549.1
1721165640,64791.72,64776.1,64791.71,64776.58,933674.36
1721165700,64776.58,64755.99,64776.58,64755.99,1705795.39
1721165760,64755.99,64676.74,64755.99,64676.95,3458694.8
1721165820,64678.29,64652.13,64676.95,64672.91,1492776.85
1721165880,64672.93,64654.69,64672.91,64658.85,948342.72
1721165940,64662.67,64618.13,64658.85,64623.03,1896318.03
1721166000,64675.46,64623.03,64623.03,64675.43,2903857.03
1721166060,64697.2,64675.43,64675.43,64697.2,1021153.67
1721166120,64713.58,64670.97,64697.2,64670.97,2467665.99
1721166180,64671.16,64641.5,64670.97,64642.04,957880.28
1721166240,64642.04,64610.21,64642.04,64615.73,1633342.93
1721166300,64624.63,64615.54,64615.73,64624.32,932407.92
1721166360,64644.78,64623.11,64624.32,64644.76,3676795.58
1721166420,64651.25,64644.67,64644.76,64649.72,858483.81
1721166480,64661.13,64649.72,64649.72,64661.13,580024.15
1721166540,64662.66,64640.62,64661.13,64640.62,1195209.67
1721166600,64647.78,64636.66,64640.62,64636.66,1556898.08
1721166660,64637.25,64607.68,64636.66,64607.68,956451.31
1721166720,64609.36,64544.16,64607.68,64544.16,1719005.13
1721166780,64577.14,64542.34,64544.16,64577.09,2004180.9
1721166840,64586.12,64577.08,64577.09,64585.19,1263090.6
1721166900,64592.32,64585.19,64585.19,64590.21,706671.05
1721166960,64590.49,64586.22,64590.21,64590.02,624661.31
1721167020,64590.02,64544.24,64590.02,64544.24,1272802.44
1721167080,64548.32,64539.46,64544.24,64548.31,1225049.47
1721167140,64548.31,64503.06,64548.31,64504.28,1599175.35
1721167200,64535.16,64464.86,64504.28,64535.16,5775268.31
1721167260,64554.72,64520.56,64535.16,64554.71,1876022.31
1721167320,64564.48,64540.26,64554.71,64549.75,1191204.8
1721167380,64553.13,64530.27,64549.75,64538.54,2229734.79
1721167440,64541.87,64493.86,64538.54,64504.68,2360551.47
1721167500,64504.68,64356.6,64504.68,64426.18,12171337.68
1721167560,64455.34,64390.75,64426.18,64401.77,3284656.76
1721167620,64433.8,64398.01,64401.77,64415.56,1980925.76
1721167680,64416.41,64185.04,64415.56,64284.98,19730620.14
1721167740,64314.25,64218.7,64284.98,64225.27,6222205.17
1721167800,64260.49,64176.07,64225.27,64256.89,4995421.59
1721167860,64259.59,64170.29,64256.89,64190.81,4221838.06
1721167920,64313.3,64183.4,64190.81,64313.3,4193379.41
1721167980,64371.91,64299.19,64313.3,64335.67,6608449.64
1721168040,64365.31,64313.24,64335.67,64360.74,2824652.91
1721168100,64402.26,64335.82,64360.74,64398.77,3922341.22
1721168160,64448.67,64362.42,64398.77,64367.37,5697381.24
1721168220,64429.99,64367.14,64367.37,64390.84,3294942.37
1721168280,64420.33,64366.54,64390.84,64383.43,3459168.11
1721168340,64419.23,64366.67,64383.43,64396.75,3144319.53
1721168400,64422.19,64395.36,64396.75,64422.02,1967336.56
1721168460,64439.46,64414.99,64422.02,64429.39,3385127.73
1721168520,64429.45,64339.5,64429.39,64339.5,3441066.95
1721168580,64339.5,64306.31,64339.5,64310.17,3930709.37
1721168640,64372.42,64307.98,64310.17,64348.55,2921066.19
1721168700,64370.73,64342.33,64348.55,64367.82,1713084.57
1721168760,64427.52,64356.73,64367.82,64415.31,2879515.6
1721168820,64417.69,64335.68,64415.31,64335.69,3094896.25
1721168880,64347.85,64318.1,64335.69,64319.12,3260332.22
1721168940,64324.23,64296.11,64319.12,64310.08,2080528.12
1721169000,64369.72,64305.17,64310.08,64361.59,4003769.93
1721169060,64387.42,64348.11,64361.59,64387,2372915.11
1721169120,64400.87,64376.3,64387,64399.51,1849219.81
1721169180,64420.96,64397.68,64399.51,64420.96,1609150.78
1721169240,64421.96,64410.31,64420.96,64414.51,2988840.03
1721169300,64423.68,64404.5,64414.51,64405.57,2258214.03
1721169360,64419.99,64379.94,64405.57,64391.94,1959875.06
1721169420,64395.03,64362.56,64391.94,64393.65,2022840.76
1721169480,64404.85,64354.15,64393.65,64354.78,2512342.37
1721169540,64363.65,64351.79,64354.78,64363.11,2349967.91
1721169600,64431.33,64362.16,64363.11,64431.33,2590912
1721169660,64447.74,64423.51,64431.33,64442.86,3035885.85
1721169720,64472.14,64442.86,64442.86,64471.94,2516012.94
1721169780,64473.99,64457.25,64471.94,64457.37,2490625.82
1721169840,64457.37,64434.3,64457.37,64439.55,1517750.63
1721169900,64504.36,64439.55,64439.55,64501.67,1652729.17
1721169960,64543.19,64501.08,64501.67,64502.55,3696216.76
1721170020,64526.68,64502.02,64502.55,64526.59,1584990.14
1721170080,64584.13,64526.59,64526.59,64572.71,6426538.03
