time,high,low,open,close,volumeto
1722607560,65033.04,64936.68,65018.66,64961,9519866.33
1722607620,64961.06,64859.02,64961,64884.08,11184110.37
1722607680,64914.87,64870.65,64884.08,64878.41,8465264.56
1722607740,64943.79,64828.02,64878.41,64934.05,8062685.09
1722607800,64934.05,64794.16,64934.05,64826.8,8498085.72
1722607860,64839.01,64720.17,64826.8,64727.42,6537408.19
1722607920,64728.57,64483.77,64727.42,64552.43,20964428.06
1722607980,64627.74,64552.43,64552.43,64623.17,6446875.99
1722608040,64638.69,64572.71,64623.17,64634.3,6452359.42
1722608100,64661.68,64575.54,64634.3,64582.95,7247989.1
1722608160,64721.92,64529.01,64582.95,64721.92,7964965.52
1722608220,64885.07,64721.92,64721.92,64868.44,7915810.04
1722608280,64868.97,64774.06,64868.44,64811.12,7300301.14
1722608340,64811.52,64683.07,64811.12,64748.73,8526949.33
1722608400,64798.92,64641.64,64748.73,64689.09,11498747.05
1722608460,64808.75,64686.15,64689.09,64808.75,8940129.23
1722608520,64857.55,64786.62,64808.75,64836.96,7912529.72
1722608580,64845.64,64772.8,64836.96,64790.52,4050712.12
1722608640,64792.13,64630.85,64790.52,64653.56,5073511.53
1722608700,64762.72,64634.28,64653.56,64762.72,4413039.44
1722608760,64814.45,64718.26,64762.72,64785.69,4210268.3
1722608820,64902.55,64766.5,64785.69,64902.55,5493572.56
1722608880,64955.37,64872.23,64902.55,64914.6,4440727.85
1722608940,64944.31,64901.12,64914.6,64931.32,3114187.61
1722609000,65047.9,64915.96,64931.32,65038.67,7067420.03
1722609060,65085.91,65021.76,65038.67,65072.97,10145375.43
1722609120,65075.43,64882.33,65072.97,64885.11,5181262.29
1722609180,64889.96,64828.73,64885.11,64852.59,4018972.12
1722609240,64862.4,64773,64852.59,64773.19,5565909.24
1722609300,64773.19,64620.11,64773.19,64648.26,7336938.64
1722609360,64656,64333.67,64648.26,64333.67,41689495.64
1722609420,64345.02,64160.51,64333.67,64239.78,52997572.62
1722609480,64292.69,64220.78,64239.78,64264.54,13686454.78
1722609540,64314.08,64249.39,64264.54,64284.05,8667590.17
1722609600,64316.27,64251.77,64284.05,64278.69,11961568.15
1722609660,64278.69,64031.13,64278.69,64033.26,25154779.9
1722609720,64042.78,63978.18,64033.26,64026.26,25407846.8
1722609780,64029.92,63905.13,64026.26,63913.9,15023420.33
1722609840,63960.12,63869.77,63913.9,63879.85,9754855.41
1722609900,63952.54,63835.93,63879.85,63950.3,11388825.2
1722609960,63989.93,63894.84,63950.3,63897.2,7374760.33
1722610020,64038.13,63887.94,63897.2,63992.26,6751750.46
1722610080,64026.7,63814.81,63992.26,63817,11021991.23
1722610140,63844.53,63805.29,63817,63823.09,13475160.5
1722610200,63827.97,63760.58,63823.09,63790.42,17175802.18
1722610260,63874.4,63767.97,63790.42,63789.26,17461747.38
1722610320,63801.43,63710.02,63789.26,63716.37,11327811.47
1722610380,63760.25,63544.5,63716.37,63554.32,23806383.47
1722610440,63613.5,63478.81,63554.32,63498.73,15837641.91
1722610500,63539.7,63362.57,63498.73,63366.02,19003840.93
1722610560,63423.59,63255.56,63366.02,63269.4,19672565.7
1722610620,63383.08,63237.7,63269.4,63276.4,19810291.54
1722610680,63311.54,63197.26,63276.4,63259.84,17751461.59
1722610740,63277.76,63151.38,63259.84,63156.53,17267982.67
1722610800,63211.67,63087.26,63156.53,63198.4,24711055.08
1722610860,63325.48,63197.46,63198.4,63221.07,14793973.3
1722610920,63333.89,63180.24,63221.07,63333.89,12961199.42
1722610980,63341.94,63241.98,63333.89,63293.89,10372456.03
1722611040,63307.08,63082.57,63293.89,63106.01,12853684.71
1722611100,63193.15,63093.99,63106.01,63132.69,16992798.12
1722611160,63141.23,62789.93,63132.69,62825.99,64526867.96
1722611220,62888.89,62722.09,62825.99,62777.27,25850832.44
1722611280,62908.05,62757.2,62777.27,62881.41,15277852.47
1722611340,62885.49,62688.16,62881.41,62692.74,18505723.27
1722611400,62889.83,62688.59,62692.74,62874.47,15835581.15
1722611460,62874.47,62777.96,62874.47,62804.02,14142079.18
1722611520,62858.92,62736.39,62804.02,62858.52,9770154.38
1722611580,62864.58,62775.94,62858.52,62833.08,13736978.89
1722611640,62836.81,62647.13,62833.08,62648.5,13532370.23
1722611700,62912.69,62643.59,62648.5,62886.71,14446615.06
1722611760,62887.18,62747.08,62886.71,62775.86,12324166.39
1722611820,62897.08,62761.33,62775.86,62890.63,9944720.76
1722611880,62912.52,62814.23,62890.63,62844.33,7249738.68
1722611940,62881.91,62804.44,62844.33,62850.06,7178692.32
1722612000,62879.54,62735.41,62850.06,62746.4,8949603.17
1722612060,62791.78,62722.63,62746.4,62731.84,8357282.67
1722612120,62753.18,62534.11,62731.84,62541.68,26528867.16
1722612180,62813.83,62523,62541.68,62795.11,14899658.01
1722612240,62878.62,62732.83,62795.11,62760.48,15516494.88
1722612300,62815.32,62734.92,62760.48,62774.14,10875107.19
1722612360,62804.4,62702.77,62774.14,62783.79,12806429.36
1722612420,62818.1,62688.28,62783.79,62696.41,12220804.04
1722612480,62840.7,62696.41,62696.41,62819.75,12685682.37
1722612540,62844.33,62747.56,62819.75,62843.73,6772646.16
1722612600,62891.85,62783.96,62843.73,62847.81,8151376.21
1722612660,62862.89,62749.62,62847.81,62759.4,7190198.89
1722612720,62899.95,62749.22,62759.4,62880.96,5198272.38
1722612780,63131.75,62875.02,62880.96,63125.89,13768495.85
1722612840,63233.05,63059.59,63125.89,63233.05,17650002.97
1722612900,63254.98,63145.1,63233.05,63252.07,10888311.55
1722612960,63385.87,63204.56,63252.07,63310.67,13633672.54
1722613020,63376.32,63294.11,63310.67,63369.03,7960621.46
1722613080,63405.38,63284.13,63369.03,63290.21,7397362.49
1722613140,63290.57,63206.21,63290.21,63219.7,5727578.31
1722613200,63312.9,63211.93,63219.7,63246.91,6318801.7
1722613260,63279.81,63188.48,63246.91,63258.61,7450940.47
1722613320,63282.82,63186.46,63258.61,63197.84,5720451.7
1722613380,63372.07,63195.12,63197.84,63362.52,6358826.72
1722613440,63434.43,63349.64,63362.52,63434.09,6757396.79
1722613500,63531.8,63396.15,63434.09,63396.31,13339161.86
1722613560,63517.95,63312.32,63396.31,63502.46,18287548.86
1722613620,63502.46,63373.37,63502.46,63393.87,9764301.11
1722613680,63432.98,63330.81,63393.87,63374.21,7495497.55
1722613740,63492.6,63327.31,63374.21,63482.46,6677535.98
1722613800,63525.87,63444.33,63482.46,63486.2,8189575.75
1722613860,63487.49,63408.35,63486.2,63436.73,6034472.83
1722613920,63472.74,63420.56,63436.73,63425.62,4377868.79
1722613980,63511.38,63415.3,63425.62,63496.07,3653872.72
1722614040,63509.91,63409.72,63496.07,63446.67,4665003.42
1722614100,63508.34,63431.55,63446.67,63506.89,3443123.36
1722614160,63592.95,63493.36,63506.89,63556,7167620.44
1722614220,63591.95,63540.85,63556,63584.82,7924809.3
1722614280,63628.01,63580.05,63584.82,63603.6,6976780.59
1722614340,63603.62,63415,63603.6,63416.54,9270655.16
1722614400,63429.16,63386.46,63416.54,63387.8,6236190.25
1722614460,63435.68,63377.12,63387.8,63435.68,6482711.51
1722614520,63461.15,63339.15,63435.68,63346.69,9077279.23
1722614580,63414,63285.02,63346.69,63413.75,15024437.34
1722614640,63508.11,63367.76,63413.75,63497.99,5926141.32
1722614700,63608.9,63471.88,63497.99,63557.55,5217899.97
1722614760,63560.69,63438.69,63557.55,63453.44,7568167.16
