time,high,low,open,close,volumeto
1721394780,64281.05,64243.73,64245.8,64274.15,2440598.51
1721394840,64288.08,64256.07,64274.15,64259.64,2093963.59
1721394900,64286.3,64259.64,64259.64,64282.16,1409061.75
1721394960,64310.28,64281.95,64282.16,64297.17,1879762.8
1721395020,64303.47,64267.43,64297.17,64302.42,3116961.82
1721395080,64313.05,64302.22,64302.42,64312.66,1069937.77
1721395140,64313.57,64180.01,64312.66,64220.08,12862281.72
1721395200,64256.93,64207.97,64220.08,64209.42,2884568.77
1721395260,64227.85,64192.41,64209.42,64202.25,3392134.07
1721395320,64205.17,64169.63,64202.25,64169.63,2197018.57
1721395380,64193.59,64148.38,64169.63,64180.05,4211581.88
1721395440,64180.54,64139.56,64180.05,64153.28,6445852.14
1721395500,64186.36,64122.08,64153.28,64146.99,3293222.37
1721395560,64148.96,64116.34,64146.99,64117.96,3747847.89
1721395620,64155.39,64117.06,64117.96,64149.13,2269048.29
1721395680,64161.36,64148.57,64149.13,64148.57,1373721.93
1721395740,64149.16,64111.13,64148.57,64116.74,1833228.87
1721395800,64153.13,64054.82,64116.74,64148.77,12098527.17
1721395860,64149.04,64124.57,64148.77,64146.57,1926569.21
1721395920,64207.64,64139.15,64146.57,64204.13,4680613.24
1721395980,64214.82,64146.15,64204.13,64182.4,2811419.48
1721396040,64230.2,64180.37,64182.4,64219.74,5083312.72
1721396100,64378.91,64216.6,64219.74,64355.44,7831984.11
1721396160,64596.32,64354.49,64355.44,64581.9,28979051.92
1721396220,64651.84,64571.32,64581.9,64640.45,20053660.48
1721396280,64678.8,64623.23,64640.45,64653.3,9864289.58
1721396340,64742.89,64652.33,64653.3,64728,18327018.87
1721396400,64825.8,64691.49,64728,64800.66,23340418.14
1721396460,64874.83,64794.78,64800.66,64847.73,12290659.48
1721396520,64849.8,64757.98,64847.73,64811.93,9780630.69
1721396580,64814.73,64719.05,64811.93,64719.93,9516815.09
1721396640,64737.46,64619.1,64719.93,64635.83,9684403.18
1721396700,64732.36,64631.37,64635.83,64730.69,7032095.52
1721396760,64796.27,64717.69,64730.69,64796.01,9369086.28
1721396820,64831.13,64787.36,64796.01,64792.11,7263076.68
1721396880,64847.68,64790.28,64792.11,64846.33,6448715.46
1721396940,64850.52,64785.82,64846.33,64848.31,6795884.97
1721397000,64921.31,64837.81,64848.31,64914.78,11352470.89
1721397060,64953,64865.51,64914.78,64907.45,11427948.3
1721397120,64940.11,64869.73,64907.45,64903.86,8592249.24
1721397180,64944.54,64901.54,64903.86,64928.95,10138112.43
1721397240,64977.44,64911.66,64928.95,64977.44,7720753.09
1721397300,65062.76,64977.43,64977.44,65061.66,18713139.81
1721397360,65203.83,65055.57,65061.66,65203.83,24593623.71
1721397420,65256,65172.11,65203.83,65176.25,19410426.39
1721397480,65304.72,65175.38,65176.25,65183.29,22565742.8
1721397540,65231.06,65120.32,65183.29,65129.1,10843967.8
1721397600,65196.68,65076.51,65129.1,65078.2,10162282.35
1721397660,65199.47,65072.57,65078.2,65176.78,9577754.14
1721397720,65217.67,65169.25,65176.78,65202.7,10459481.35
1721397780,65203.76,65116.52,65202.7,65121.8,7515936.9
1721397840,65137.89,65015.58,65121.8,65059.52,10698278.12
1721397900,65184.03,65059.52,65059.52,65128.57,6730357.29
1721397960,65156.12,65068.26,65128.57,65141.56,6158849.35
1721398020,65207.07,65134.17,65141.56,65201.23,6318081.57
1721398080,65251.86,65201.23,65201.23,65245.52,9503633.7
