time,high,low,open,close,volumeto
1722727620,60825.02,60797.44,60803.41,60803.94,2397501.26
1722727680,60809.28,60785.17,60803.94,60802.77,1651109.66
1722727740,60824.07,60802.77,60802.77,60821.92,1324593.27
1722727800,60822.44,60744.54,60821.92,60750.88,5655686.21
1722727860,60783.8,60740.01,60750.88,60770.21,2113902.67
1722727920,60788.68,60722.85,60770.21,60722.85,2920207.44
1722727980,60743.47,60710.21,60722.85,60710.21,1859341.23
1722728040,60714.35,60682.13,60710.21,60682.13,1756203.74
1722728100,60692.12,60669.24,60682.13,60685.8,1203936.24
1722728160,60696.29,60667.48,60685.8,60679.77,932999.09
1722728220,60808.14,60679.55,60679.77,60778.07,8260094.17
1722728280,60790.91,60761.9,60778.07,60786.12,2022598.33
1722728340,60786.7,60741.72,60786.12,60747.86,1762145.19
1722728400,60748.3,60723.23,60747.86,60731.83,1021636.13
1722728460,60771.9,60730.52,60731.83,60761.97,1081391.17
1722728520,60811.55,60761.97,60761.97,60803.25,1863987.33
1722728580,60804.42,60794.15,60803.25,60797.11,681886.99
1722728640,60799.31,60775.44,60797.11,60789.12,996429.82
1722728700,60796.91,60768.7,60789.12,60792.88,1295185.21
1722728760,60799.35,60749.4,60792.88,60749.45,1343079.94
1722728820,60774.84,60741.95,60749.45,60769.75,1364337.21
1722728880,60795.33,60766.97,60769.75,60774.83,1330848.45
1722728940,60791.05,60769.29,60774.83,60788.5,887828.35
1722729000,60788.5,60738.05,60788.5,60740.18,2842164.88
1722729060,60740.19,60728.45,60740.18,60732.04,1199030.02
1722729120,60751.83,60731.56,60732.04,60749.77,755780.97
1722729180,60754.56,60738.06,60749.77,60754.16,1021951.13
1722729240,60768.69,60750.52,60754.16,60763.82,1200780.22
1722729300,60763.82,60746.05,60763.82,60746.07,935617.99
1722729360,60746.07,60715.84,60746.07,60715.84,1070863.99
1722729420,60720.79,60710.1,60715.84,60719.66,1210705.36
1722729480,60721.62,60704.21,60719.66,60704.21,1382360.67
1722729540,60714.8,60681.33,60704.21,60704.18,8079314.97
1722729600,60704.59,60650.6,60704.18,60670.76,3081006.69
1722729660,60722.18,60665.89,60670.76,60719.36,2368194.12
1722729720,60727.03,60689.92,60719.36,60693.61,1706975.28
1722729780,60699.34,60664.55,60693.61,60693.07,2051143.95
1722729840,60723.43,60690.3,60693.07,60721.44,1281346.79
1722729900,60730.56,60698.58,60721.44,60730.56,1853739.33
1722729960,60730.98,60672.51,60730.56,60684.51,1977210.48
1722730020,60724.62,60684.51,60684.51,60697.3,1328997.32
1722730080,60721.37,60685.33,60697.3,60720.85,1526580.68
1722730140,60763,60719.36,60720.85,60761.55,1734360.52
1722730200,60761.55,60709.69,60761.55,60718.96,2240349.96
1722730260,60749.48,60708.33,60718.96,60731.56,3876293.31
