time,high,low,open,close,volumeto
1721514840,67106.58,67090.94,67104.89,67106.39,850325.26
1721514900,67110.11,67079.91,67106.39,67079.92,1060570.64
1721514960,67079.92,67065.06,67079.92,67065.95,1401215.57
1721515020,67082.87,67052.94,67065.95,67075.84,1362128.04
1721515080,67077.39,67066.14,67075.84,67067.66,818619.52
1721515140,67069.47,67063.62,67067.66,67066.43,1171788.84
1721515200,67067.87,67026.55,67066.43,67026.55,1828102.3
1721515260,67037.97,67015.59,67026.55,67029.68,1343664.36
1721515320,67030.62,67016.2,67029.68,67016.2,709953.42
1721515380,67017.24,66962.72,67016.2,66973.3,7545862.94
1721515440,66975.57,66871.84,66973.3,66888.99,8239347.73
1721515500,66940.53,66877.58,66888.99,66940.53,3760026.31
1721515560,66941.11,66918.29,66940.53,66922.82,1732661.25
1721515620,66922.82,66883.4,66922.82,66889,2110045.11
1721515680,66998.07,66888.74,66889,66984.95,26292931.63
1721515740,67023.88,66959.42,66984.95,67023.11,7826477.94
1721515800,67029.17,66997.98,67023.11,66997.98,6384339.14
1721515860,66998.12,66989.09,66997.98,66991.41,964537.55
1721515920,66994.2,66943.21,66991.41,66946.17,5022065
1721515980,66984.33,66946.14,66946.17,66972.77,6623041.7
1721516040,66980.61,66967.93,66972.77,66975,2112575.79
1721516100,67051.18,66961.93,66975,67050.41,10657797.63
1721516160,67109.61,67050.41,67050.41,67109.6,4248379.24
1721516220,67131.92,67105.8,67109.6,67126.66,3905419.65
1721516280,67132.33,67105.97,67126.66,67131.3,2341700.96
1721516340,67131.35,67102.93,67131.3,67104.46,3030337.68
1721516400,67118.91,67088.48,67104.46,67088.48,1736150.74
1721516460,67098.69,67084.12,67088.48,67098.69,1200642.01
1721516520,67116.34,67098.5,67098.69,67114.48,1198472.05
1721516580,67124.26,67102.52,67114.48,67119.12,1729760.05
1721516640,67119.38,67097.09,67119.12,67102,980932.39
1721516700,67110.88,67098.48,67102,67110.88,620394.96
1721516760,67110.88,67092.22,67110.88,67092.94,683863.45
1721516820,67101.47,67087.85,67092.94,67101.47,1168044.61
1721516880,67126.9,67096.17,67101.47,67126.89,1139575.62
1721516940,67135.79,67126.89,67126.89,67132.16,1544342.13
1721517000,67154.24,67131.69,67132.16,67150.51,1611962.23
1721517060,67150.52,67121.59,67150.51,67121.86,1207758.8
1721517120,67149.12,67121.35,67121.86,67147.19,1140404.48
1721517180,67147.54,67144.99,67147.19,67145.17,611505.2
1721517240,67146.97,67136.51,67145.17,67145.59,1004954.62
