time,high,low,open,close,volumeto
1722581280,64434.12,64392.69,64401.54,64394.89,5941226.97
1722581340,64429.79,64394.89,64394.89,64398.01,3041477.33
1722581400,64425.11,64386.8,64398.01,64388.14,2798239.89
1722581460,64467.5,64374.61,64388.14,64433.42,7408643.85
1722581520,64508.7,64433.42,64433.42,64462.4,6366837.76
1722581580,64462.5,64437.81,64462.4,64440.54,3348940.45
1722581640,64632.17,64440.53,64440.54,64632.17,6409249.14
1722581700,64633.09,64509.74,64632.17,64510.88,5587206.09
1722581760,64550.23,64471.17,64510.88,64500.15,6370614.22
1722581820,64531.99,64492.24,64500.15,64503.54,2354077.42
1722581880,64514.77,64474.4,64503.54,64474.4,3028790.95
1722581940,64481.53,64466.48,64474.4,64472.18,4911744.14
1722582000,64502.54,64471.68,64472.18,64499.61,2788472.18
1722582060,64501.61,64402.14,64499.61,64404.51,8489092.42
1722582120,64419.88,64394.95,64404.51,64411.43,2518510.38
1722582180,64465.64,64410.15,64411.43,64453.32,3469594.22
1722582240,64453.32,64417.58,64453.32,64422.24,2463387.32
1722582300,64424.87,64330.11,64422.24,64330.19,3571315.18
1722582360,64339.19,64303.65,64330.19,64307.24,2541243.55
1722582420,64394.51,64306.06,64307.24,64390.23,4419947.07
1722582480,64411.45,64351.3,64390.23,64354.74,3405443.65
1722582540,64363.33,64333.48,64354.74,64362.09,2395455.32
1722582600,64362.66,64313.99,64362.09,64355.02,2530767.03
1722582660,64359.52,64318.59,64355.02,64346.22,2031131.5
1722582720,64382.15,64342.73,64346.22,64344.27,3000642.98
1722582780,64344.27,64292.3,64344.27,64293.85,2423211.01
1722582840,64322.89,64292.36,64293.85,64322.89,1777493.83
1722582900,64333.15,64183.4,64322.89,64185.64,12409815.36
1722582960,64219.17,64185.64,64185.64,64218.3,4820829.22
1722583020,64383.85,64218.29,64218.3,64382.54,3702776.13
1722583080,64482.34,64373.19,64382.54,64453.01,5175715.19
1722583140,64462.68,64391.98,64453.01,64393,3418471.65
1722583200,64426.18,64373.78,64393,64415.93,2899938.66
1722583260,64458.22,64415.92,64415.93,64457.94,2606045.88
1722583320,64515.66,64454.87,64457.94,64455.6,3739951.17
1722583380,64457.17,64395.37,64455.6,64396.11,3143896.09
1722583440,64432.4,64379.51,64396.11,64427.44,1809723.38
1722583500,64427.44,64381.97,64427.44,64425.35,1939261.52
1722583560,64426.93,64385.03,64425.35,64421.45,2865890.5
1722583620,64426.93,64374.91,64421.45,64378.01,1768526.57
1722583680,64422.67,64378.01,64378.01,64422.59,2201536.11
1722583740,64474.18,64399.66,64422.59,64469.67,3581853.39
1722583800,64469.9,64392.99,64469.67,64413.8,2720320.07
1722583860,64413.8,64362.21,64413.8,64376.57,1912712.84
1722583920,64388.87,64351.77,64376.57,64373.79,2471748.5
1722583980,64405.71,64335.35,64373.79,64349.18,2409983.19
1722584040,64371.53,64335.81,64349.18,64351.08,1817252.23
1722584100,64401.14,64340.2,64351.08,64356.39,2962339.43
1722584160,64356.39,64282.42,64356.39,64287.11,5084990.95
