start_time,end_time,target_price,settled_as
2024-08-02T23:50:00+0530,2024-08-03T00:00:00+0530,63037.99,Yes
2024-08-02T23:55:00+0530,2024-08-03T00:05:00+0530,63184.0,Yes
2024-08-03T00:00:00+0530,2024-08-03T00:10:00+0530,63082.4,No
2024-08-03T00:05:00+0530,2024-08-03T00:15:00+0530,63196.0,No
2024-08-03T00:10:00+0530,2024-08-03T00:20:00+0530,62969.99,No
2024-08-03T00:15:00+0530,2024-08-03T00:25:00+0530,62967.25,No
2024-08-03T00:20:00+0530,2024-08-03T00:30:00+0530,62916.0,No
2024-08-03T00:25:00+0530,2024-08-03T00:35:00+0530,62941.71,No
2024-08-03T00:30:00+0530,2024-08-03T00:40:00+0530,62898.24,No
2024-08-03T00:40:00+0530,2024-08-03T00:50:00+0530,62742.01,Yes
2024-08-03T00:45:00+0530,2024-08-03T00:55:00+0530,62774.0,Yes
2024-08-03T00:50:00+0530,2024-08-03T01:00:00+0530,62878.0,Yes
2024-08-03T00:55:00+0530,2024-08-03T01:05:00+0530,62868.66,No
2024-08-03T01:05:00+0530,2024-08-03T01:15:00+0530,62826.01,No
2024-08-03T01:10:00+0530,2024-08-03T01:20:00+0530,62758.03,No
2024-08-03T01:20:00+0530,2024-08-03T01:30:00+0530,62524.37,Yes
2024-08-03T01:25:00+0530,2024-08-03T01:35:00+0530,62608.0,Yes
2024-08-03T01:30:00+0530,2024-08-03T01:40:00+0530,62633.58,Yes
2024-08-03T01:35:00+0530,2024-08-03T01:45:00+0530,62996.13,No
2024-08-03T01:40:00+0530,2024-08-03T01:50:00+0530,63098.89,No
2024-08-03T01:45:00+0530,2024-08-03T01:55:00+0530,62954.01,No
2024-08-03T01:50:00+0530,2024-08-03T02:00:00+0530,63056.0,No
2024-08-03T01:55:00+0530,2024-08-03T02:05:00+0530,62774.84,No
2024-08-03T02:00:00+0530,2024-08-03T02:10:00+0530,62542.0,No
2024-08-03T02:05:00+0530,2024-08-03T02:15:00+0530,62400.0,No
2024-08-03T02:10:00+0530,2024-08-03T02:20:00+0530,62362.57,No
2024-08-03T02:15:00+0530,2024-08-03T02:25:00+0530,62320.71,Yes
2024-08-03T02:20:00+0530,2024-08-03T02:30:00+0530,62314.03,Yes
2024-08-03T02:25:00+0530,2024-08-03T02:35:00+0530,62333.01,Yes
2024-08-03T02:30:00+0530,2024-08-03T02:40:00+0530,62622.01,No
2024-08-03T02:35:00+0530,2024-08-03T02:45:00+0530,62658.0,No
